chapter,question,options,correct-answer,note,page,difficulty
8,"On a freeway, drivers should look farther ahead than they normally would on a city street","""a: Because it takes 500 feet to stop a vehicle on a freeway, b: In order to spot potential hazards and dangers ahead, c: Because there are multiple lanes""","""b""","""The DMV handbook states that 'To give yourself time to react, avoid last minute moves and hazards, always keep your eyes moving and scan the road at least 10 seconds ahead of your vehicle.'""",57,easy
8,"A driver cuts off another vehicle, or threatens another motorist or a pedestrian. These are examples of","""a: Excessive driving, b: Defensive driving, c: Road rage""","""c""","""The DMV handbook defines road rage as 'Aggressive or angry behavior by a driver, often involving a vehicle, while driving, such as cutting off another vehicle, or threatening another motorist or a pedestrian.'  It is found on page 57.""",57,easy
8,Tailgating,"""a: Is a defensive driving technique, b: Cannot result in a traffic citation, c: Can frustrate other drivers and make them angry""","""c""","""Tailgating is following too closely, which can 'frustrate other drivers and make them angry.'  The DMV handbook states that it is important to leave a safe following distance. """,57,easy
8,"While driving, you should look 10 to 15 seconds ahead of you","""a: Because it’s a legal requirement, b: And focus on the middle of the road, c: To see potential hazards early""","""c""","""The DMV handbook states that to give yourself time to react, avoid last minute moves and hazards, always keep your eyes moving and scan the road at least 10 seconds ahead of your vehicle.""",57,easy
8,"When a hazard is seen ahead, reaction distance","""a: Equals total stopping distance minus perception distance, b: Is how far a vehicle will continue to travel in ideal conditions before the driver hits the brakes, c: Is the sum of perception distance and braking distance""","""c""","""The reaction distance is the distance your vehicle will travel while you perceive the hazard and begin to react. It is the sum of the perception distance and the braking distance.  'To give yourself time to react, avoid last minute moves and hazards, always keep your eyes moving and scan the road at least 10 seconds ahead of your vehicle.'""",57,medium
8,Looking down the road to where your vehicle will be in about 10 seconds helps you to,"""a: enjoy the scenery, b: avoid last minute moves, c: see hazards inside your car""","""b""","""Scanning the road at least 10 seconds ahead of your vehicle helps you avoid last minute moves and hazards. 'To give yourself time to react, avoid last minute moves and hazards, always keep your eyes moving and scan the road at least 10 seconds ahead of your vehicle.'""",57,easy
8,"To avoid last minute moves, you should be looking down the road to where your vehicle will be in about","""a: 5 to 10 seconds, b: 10 to 15 seconds, c: 15 to 20 seconds""","""a""","""The DMV handbook says 'To give yourself time to react, avoid last minute moves and hazards, always keep your eyes moving and scan the road at least 10 seconds ahead of your vehicle.'""",57,easy
8,Which of the following is a good practice when driving in adverse weather conditions?,"""a: Use cruise control to maintain a consistent speed, b: Increase your following distance, c: Drive at the posted speed limit, d: None of the above""","""b""","""The three-second rule is a driving rule that helps you estimate how closely you should follow other vehicles. When the vehicle in front of you passes a certain point, such as a sign, count three seconds. If you pass the same point before you finish counting, you are following too closely. Increasing your following distance when driving in adverse weather conditions will help you avoid a collision. This is also recommended in heavy fog or smoke. """,57,easy
8,You are driving in the far right lane of a multi-lane street. A vehicle in the lane to your left moves into your lane causing you to slow down. You should:,"""a: Use your horn to let the driver know they are in your lane., b: Brake hard and use your emergency flashers., c: Be prepared to adjust your speed and position to avoid a collision.""","""c""","""The DMV handbook states 'If a vehicle merges in front of you too closely, take your foot off the accelerator. This creates space between you and the vehicle ahead.' Therefore, the best option is to adjust your speed and position to avoid a collision.  The other options are not safe as they could result in a collision.""",57,easy
8,A driver should:,"""a: Stare directly in front of their car., b: Only focus on the middle of the road., c: Watch beside""","""c""","""To drive safely, you need to know what is around you. 'To drive safely, you need to know what is around you.' DMV handbook pg. 57.""",57,easy
8,"A vehicle suddenly cuts in front of you, creating a hazard. What should you do first?","""a: Honk and step on the brake firmly., b: Take your foot off the gas pedal., c: Swerve into the lane next to you.""","""b""","""The best initial reaction is to 'Take your foot off the gas pedal.' This creates space between you and the vehicle ahead, allowing you to assess the situation and react appropriately.  The DMV handbook states, 'If a vehicle merges in front of you too closely, take your foot off the accelerator. This creates space between you and the vehicle ahead.'""",57,easy
8,Adjust your rearview and side mirrors:,"""a: Before you start driving., b: Whenever you need to use them., c: Before you get into the car.""","""a""","""The DMV handbook states, 'To give yourself time to react, avoid last minute moves and hazards, always keep your eyes moving and scan the road at least 10 seconds ahead of your vehicle.' This suggests that adjusting mirrors before starting is crucial.""",57,easy
8,Allow extra space in front of your vehicle when following a:,"""a: Station wagon., b: Passenger vehicle., c: Motorcycle.""","""c""","""The DMV handbook states that you should 'create more space in front of your vehicle when:  Following motorcyclists on metal surfaces (bridge gratings, railroad tracks, etc.), and gravel.'""",57,easy
8,"As your speed increases, it is important to:","""a: Turn on your headlights., b: Look well ahead of your vehicle., c: Change lanes frequently.""","""b""","""To give yourself time to react, avoid last minute moves and hazards, always keep your eyes moving and scan the road at least 10 seconds ahead of your vehicle.""",57,easy
